Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
05-03-2015 01:51,OTHER OFFENSES,EVADING A POLICE OFFICER RECKLESSLY,Sunday,BAYVIEW,"ARREST, BOOKED",EVANS AV / NAPOLEON ST,-122.3960102,37.74726229
05-03-2015 01:51,ASSAULT,"FIREARM, DISCHARGING AT OCCUPIED BLDG, VEHICLE, OR AIRCRAFT",Sunday,BAYVIEW,"ARREST, BOOKED",EVANS AV / NAPOLEON ST,-122.3960102,37.74726229
05-03-2015 01:51,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Sunday,BAYVIEW,"ARREST, BOOKED",EVANS AV / NAPOLEON ST,-122.3960102,37.74726229
05-03-2015 01:45,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,SOUTHERN,NONE,100 Block of 6TH ST,-122.4083686,37.78077843
05-03-2015 01:45,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,SOUTHERN,NONE,100 Block of 6TH ST,-122.4083686,37.78077843
05-03-2015 01:45,ROBBERY,"ROBBERY, ARMED WITH A GUN",Sunday,BAYVIEW,NONE,SELBY ST / GALVEZ AV,-122.3951753,37.74491063
05-03-2015 01:44,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,LAPU-LAPU ST / RIZAL ST,-122.3988824,37.78222265
05-03-2015 01:31,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,INGLESIDE,NONE,500 Block of ROLPH ST,-122.4329973,37.71197874
05-03-2015 01:30,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,INGLESIDE,NONE,300 Block of LOSPALMOS DR,-122.4506763,37.73540083
05-03-2015 01:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,NORTHERN,NONE,2100 Block of LOMBARD ST,-122.4368633,37.79961997
05-03-2015 01:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,CENTRAL,NONE,400 Block of MASON ST,-122.4099253,37.7877641
05-03-2015 01:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE,1900 Block of 20TH AV,-122.4772788,37.75138118
05-03-2015 01:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE,0 Block of MIDDLEFIELD DR,-122.4862692,37.73319995
05-03-2015 01:00,ROBBERY,"ROBBERY, BODILY FORCE",Sunday,INGLESIDE,NONE,SUNNYDALE AV / HAHN ST,-122.4160002,37.71191554
05-03-2015 00:58,ASSAULT,BATTERY,Sunday,TENDERLOIN,NONE,100 Block of ELLIS ST,-122.4082707,37.78549414
05-03-2015 00:58,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,TENDERLOIN,NONE,100 Block of ELLIS ST,-122.4082707,37.78549414
05-03-2015 00:55,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,TARAVAL,NONE,9TH AV / IRVING ST,-122.4663097,37.76403685
05-03-2015 00:40,KIDNAPPING,"KIDNAPPING, ADULT VICTIM",Sunday,CENTRAL,NONE,900 Block of HYDE ST,-122.4170443,37.78959528
05-03-2015 00:40,TRESPASS,TRESPASSING,Sunday,NORTHERN,NONE,2100 Block of JACKSON ST,-122.4304708,37.79304577
05-03-2015 00:40,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Sunday,NORTHERN,NONE,2100 Block of JACKSON ST,-122.4304708,37.79304577
05-03-2015 00:40,SEX OFFENSES FORCIBLE,"ORAL COPULATION, UNLAWFUL (ADULT VICTIM)",Sunday,CENTRAL,NONE,900 Block of HYDE ST,-122.4170443,37.78959528
05-03-2015 00:39,SUSPICIOUS OCC,"SUSPICIOUS OCCURRENCE, POSSIBLE SHOTS FIRED",Sunday,INGLESIDE,NONE,500 Block of FRANCONIA ST,-122.4081532,37.74177596
05-03-2015 00:30,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,NORTHERN,NONE,3100 Block of FILLMORE ST,-122.435751,37.79872822
05-03-2015 00:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE,600 Block of 10TH AV,-122.4682933,37.77608549
05-03-2015 00:30,ASSAULT,"ASSAULT, AGGRAVATED, W/ GUN",Sunday,SOUTHERN,NONE,100 Block of RUSS ST,-122.4075322,37.77819422
05-03-2015 00:20,OTHER OFFENSES,DEFRAUDING TAXI DRIVER,Sunday,TARAVAL,NONE,19TH AV / HOLLOWAY AV,-122.4752222,37.72105715
05-03-2015 00:17,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, CITED",3RD ST / CESAR CHAVEZ ST,-122.3875868,37.75026529
05-03-2015 00:15,NON-CRIMINAL,FOUND PROPERTY,Sunday,MISSION,NONE,3100 Block of 16TH ST,-122.4236373,37.76486667
05-03-2015 00:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,FREELON ST / 4TH ST,-122.3970667,37.77875233
05-03-2015 00:09,ASSAULT,THREATS AGAINST LIFE,Sunday,BAYVIEW,NONE,0 Block of SOMERSET ST,-122.4093267,37.73071181
05-03-2015 00:09,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,TARAVAL,"ARREST, BOOKED",200 Block of ARBALLO DR,-122.4825717,37.7214219
05-03-2015 00:09,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,BAYVIEW,NONE,0 Block of SOMERSET ST,-122.4093267,37.73071181
05-03-2015 00:08,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Sunday,MISSION,NONE,2300 Block of FOLSOM ST,-122.4146955,37.75968618
05-03-2015 00:05,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,BAYVIEW,NONE,300 Block of BAY SHORE BL,-122.4068252,37.74105498
05-03-2015 00:05,SUSPICIOUS OCC,SUSPICIOUS PERSON,Sunday,BAYVIEW,NONE,300 Block of BAY SHORE BL,-122.4068252,37.74105498
05-03-2015 00:04,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, BOOKED",SHAFTER AV / INGALLS ST,-122.3851225,37.72785972
05-03-2015 00:02,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,NORTHERN,NONE,1900 Block of UNION ST,-122.4318099,37.79750148
05-03-2015 00:01,LARCENY/THEFT,PETTY THEFT BICYCLE,Sunday,SOUTHERN,NONE,1200 Block of MARKET ST,-122.4154442,37.77802457
05-03-2015 00:01,FRAUD,FRAUDULENT CREDIT APPLICATION,Sunday,NORTHERN,NONE,3500 Block of DIVISADERO ST,-122.4433887,37.8023065
05-03-2015 00:01,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Sunday,MISSION,NONE,2100 Block of HARRISON ST,-122.4128817,37.76348576
05-03-2015 00:01,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,TARAVAL,NONE,0 Block of AERIAL WY,-122.4687742,37.75312839
05-03-2015 00:01,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE,3000 Block of RIVERA ST,-122.4990032,37.74581692
05-03-2015 00:01,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Sunday,NORTHERN,NONE,3500 Block of DIVISADERO ST,-122.4433887,37.8023065
05-03-2015 00:01,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Sunday,TENDERLOIN,NONE,POWELL ST / GEARY ST,-122.408231,37.78735949
05-03-2015 00:01,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,FILLMORE ST / LAUSSAT ST,-122.4303551,37.77163857
05-03-2015 00:01,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,FRANKLIN ST / POST ST,-122.4232177,37.7864018
05-02-2015 23:59,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,CENTRAL,UNFOUNDED,NORTHPOINT ST / POWELL ST,-122.4121433,37.8067579
05-02-2015 23:45,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,BAYVIEW,NONE,1900 Block of INGALLS ST,-122.385911,37.72688192
05-02-2015 23:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,600 Block of PAGE ST,-122.4314595,37.77287803
05-02-2015 23:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,SOUTHERN,NONE,1900 Block of MARKET ST,-122.425669,37.7702452
05-02-2015 23:30,ROBBERY,"ROBBERY, BODILY FORCE",Saturday,SOUTHERN,NONE,FOLSOM ST / 2ND ST,-122.3967072,37.78554295
05-02-2015 23:19,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,TARAVAL,NONE,3500 Block of 19TH AV,-122.4748295,37.72397582
05-02-2015 23:15,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Saturday,RICHMOND,"ARREST, BOOKED",DIVISADERO ST / PACIFIC AV,-122.4413342,37.79251071
05-02-2015 23:15,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,RICHMOND,"ARREST, BOOKED",DIVISADERO ST / PACIFIC AV,-122.4413342,37.79251071
05-02-2015 23:15,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,RICHMOND,"ARREST, BOOKED",DIVISADERO ST / PACIFIC AV,-122.4413342,37.79251071
05-02-2015 23:14,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE,400 Block of MASON ST,-122.4099253,37.7877641
05-02-2015 23:10,ASSAULT,BATTERY,Saturday,BAYVIEW,"ARREST, BOOKED",2400 Block of PHELPS ST,-122.4001306,37.73009254
05-02-2015 23:10,ASSAULT,THREATS AGAINST LIFE,Saturday,BAYVIEW,"ARREST, BOOKED",2400 Block of PHELPS ST,-122.4001306,37.73009254
05-02-2015 23:10,OTHER OFFENSES,PROBATION VIOLATION,Saturday,BAYVIEW,"ARREST, BOOKED",2400 Block of PHELPS ST,-122.4001306,37.73009254
05-02-2015 23:10,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Saturday,BAYVIEW,"ARREST, BOOKED",WILLIAMS AV / VENUS ST,-122.3980748,37.73003883
05-02-2015 23:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,BAYVIEW,NONE,1200 Block of SILVER AV,-122.4109234,37.73072546
05-02-2015 23:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,NORTHERN,NONE,1200 Block of SUTTER ST,-122.4209638,37.78770463
05-02-2015 23:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,INGLESIDE,NONE,100 Block of CRESTAVISTA DR,-122.4542824,37.73563191
05-02-2015 23:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,INGLESIDE,NONE,100 Block of CRESTAVISTA DR,-122.4542824,37.73563191
05-02-2015 23:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,INGLESIDE,NONE,200 Block of BROOKDALE AV,-122.4230983,37.71030452
05-02-2015 23:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE,2600 Block of 45TH AV,-122.5031525,37.73714861
05-02-2015 23:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE,1200 Block of POLK ST,-122.420327,37.78845216
05-02-2015 23:00,NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE,1500 Block of FILLMORE ST,-122.4327438,37.78384245
05-02-2015 23:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,SOUTHERN,NONE,3RD ST / HOWARD ST,-122.4004736,37.78502906
05-02-2015 23:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,SOUTHERN,NONE,MISSION ST / 4TH ST,-122.4042702,37.78447885
05-02-2015 23:00,NON-CRIMINAL,LOST PROPERTY,Saturday,CENTRAL,NONE,MASON ST / POST ST,-122.4100599,37.78808253
05-02-2015 22:35,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,NORTHERN,NONE,900 Block of GEARY ST,-122.4189401,37.78604922
05-02-2015 22:31,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,BAYVIEW,NONE,0 Block of DAKOTA ST,-122.3956354,37.75356457
05-02-2015 22:30,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,CENTRAL,NONE,500 Block of JACKSON ST,-122.4039801,37.79641217
05-02-2015 22:30,VEHICLE THEFT,STOLEN MOTORCYCLE,Saturday,MISSION,NONE,500 Block of HILL ST,-122.4333883,37.75540927
05-02-2015 22:30,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,SOUTHERN,NONE,3RD ST / BRYANT ST,-122.3958483,37.78132105
05-02-2015 22:15,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,TARAVAL,NONE,1600 Block of KIRKHAM ST,-122.4784851,37.75981535
05-02-2015 22:06,VEHICLE THEFT,STOLEN TRUCK,Saturday,TENDERLOIN,"ARREST, BOOKED",200 Block of MASON ST,-122.4095237,37.7857603
05-02-2015 22:06,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,TENDERLOIN,"ARREST, BOOKED",200 Block of MASON ST,-122.4095237,37.7857603
05-02-2015 22:06,OTHER OFFENSES,RESISTING ARREST,Saturday,TENDERLOIN,"ARREST, BOOKED",200 Block of MASON ST,-122.4095237,37.7857603
05-02-2015 22:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,TENDERLOIN,UNFOUNDED,300 Block of ELLIS ST,-122.4119876,37.78502266
05-02-2015 22:00,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Saturday,TARAVAL,NONE,3000 Block of 25TH AV,-122.481015,37.73179892
05-02-2015 22:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Saturday,PARK,NONE,1600 Block of PAGE ST,-122.4479718,37.77088508
05-02-2015 22:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE,0 Block of SANCHEZ ST,-122.4313429,37.76845391
05-02-2015 22:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE,17TH ST / VALENCIA ST,-122.4217338,37.76329969
05-02-2015 22:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,INGLESIDE,NONE,DOLORES ST / VALLEY ST,-122.4244613,37.74463651
05-02-2015 22:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,NORTHERN,NONE,FILBERT ST / FILLMORE ST,-122.4356798,37.79802059
05-02-2015 22:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE,SANCHEZ ST / DUNCAN ST,-122.4291173,37.74596131
05-02-2015 21:40,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,MISSION,NONE,14TH ST / FOLSOM ST,-122.4156163,37.76853601
05-02-2015 21:40,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,CENTRAL,"ARREST, BOOKED",POWELL ST / GREENWICH ST,-122.4112063,37.80210062
05-02-2015 21:40,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Saturday,MISSION,NONE,14TH ST / FOLSOM ST,-122.4156163,37.76853601
05-02-2015 21:25,ROBBERY,"ROBBERY, BODILY FORCE",Saturday,BAYVIEW,NONE,1400 Block of REVERE AV,-122.3874135,37.73003992
05-02-2015 21:15,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,NONE,700 Block of MARKET ST,-122.4039191,37.7871161
05-02-2015 21:10,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,SOUTHERN,"ARREST, BOOKED",600 Block of HOWARD ST,-122.3999885,37.78548734
05-02-2015 21:10,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,SOUTHERN,NONE,MISSION ST / 6TH ST,-122.4087106,37.78097067
05-02-2015 21:08,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,INGLESIDE,NONE,0 Block of SANTOS ST,-122.4188172,37.71131574
05-02-2015 21:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,INGLESIDE,NONE,1100 Block of ALEMANY BL,-122.43022,37.73073276
05-02-2015 21:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Saturday,MISSION,NONE,300 Block of VICKSBURG ST,-122.4285749,37.75122121
05-02-2015 21:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,MISSION,NONE,300 Block of VICKSBURG ST,-122.4285749,37.75122121
05-02-2015 21:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Saturday,MISSION,NONE,800 Block of CASTRO ST,-122.4345755,37.75567172
05-02-2015 21:00,NON-CRIMINAL,LOST PROPERTY,Saturday,MISSION,NONE,3100 Block of 22ND ST,-122.4182157,37.75541389
05-02-2015 21:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,NORTHERN,NONE,2100 Block of VANNESS AV,-122.4234925,37.79526303
05-02-2015 21:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,300 Block of DRUMM ST,-122.3971176,37.79679524
05-02-2015 21:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE,0 Block of KNOTT CT,-122.4412171,37.70905975
05-02-2015 21:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,MISSION,NONE,17TH ST / SANCHEZ ST,-122.4307263,37.76275168
05-02-2015 21:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,TENDERLOIN,NONE,FULTON ST / HYDE ST,-122.4151278,37.77978707
05-02-2015 21:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,WEBSTER ST / UNION ST,-122.4338505,37.79729795
05-02-2015 21:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,GRANT AV / PINE ST,-122.4057448,37.79149808
05-02-2015 21:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,PARK,NONE,SCOTT ST / FELL ST,-122.4359434,37.77427463
05-02-2015 20:50,ASSAULT,BATTERY,Saturday,TENDERLOIN,NONE,0 Block of POWELL ST,-122.4078454,37.78509432
05-02-2015 20:50,ROBBERY,ATTEMPTED ROBBERY ON THE STREET W/DEADLY WEAPON,Saturday,SOUTHERN,NONE,0 Block of BRADY ST,-122.4200707,37.77253774
05-02-2015 20:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,WEBSTER ST / GEARY BL,-122.4312069,37.78456812
05-02-2015 20:44,NON-CRIMINAL,AIDED CASE,Saturday,TENDERLOIN,NONE,GOLDEN GATE AV / HYDE ST,-122.4155082,37.78165428
05-02-2015 20:40,OTHER OFFENSES,"PERMIT VIOLATION, POLICE (GENERAL)",Saturday,SOUTHERN,"ARREST, BOOKED",MISSION ST / STEUART ST,-122.3931859,37.79323041
05-02-2015 20:40,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Saturday,SOUTHERN,"ARREST, BOOKED",MISSION ST / STEUART ST,-122.3931859,37.79323041
05-02-2015 20:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,2200 Block of CHESTNUT ST,-122.4398959,37.80029798
05-02-2015 20:30,NON-CRIMINAL,AIDED CASE,Saturday,MISSION,NONE,1500 Block of BRYANT ST,-122.4106001,37.76753256
05-02-2015 20:30,VEHICLE THEFT,STOLEN TRUCK,Saturday,BAYVIEW,NONE,2400 Block of SAN BRUNO AV,-122.4048304,37.73079459
05-02-2015 20:30,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Saturday,MISSION,NONE,MISSION ST / CESAR CHAVEZ ST,-122.4182219,37.74816641
05-02-2015 20:30,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,NORTHERN,NONE,CHURCH ST / MARKET ST,-122.42895,37.76750273
05-02-2015 20:26,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,SOUTHERN,NONE,1100 Block of MARKET ST,-122.4135641,37.77951403
05-02-2015 20:25,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Saturday,MISSION,NONE,3400 Block of CESAR CHAVEZ ST,-122.4186949,37.74824538
05-02-2015 20:25,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Saturday,SOUTHERN,NONE,STEVENSON ST / BRADY ST,-122.4207778,37.77316299
05-02-2015 20:17,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Saturday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012
05-02-2015 20:17,ASSAULT,ATTEMPTED HOMICIDE WITH A KNIFE,Saturday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012
05-02-2015 20:17,ASSAULT,THREATS AGAINST LIFE,Saturday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012
05-02-2015 20:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,OLIVE ST / VANNESS AV,-122.4210968,37.78429378
05-02-2015 20:10,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,INGLESIDE,NONE,100 Block of BLYTHDALE AV,-122.4205568,37.71089458
05-02-2015 20:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,TARAVAL,NONE,0 Block of MONTANA ST,-122.4550489,37.7166743
05-02-2015 20:00,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Saturday,NORTHERN,NONE,GREENWICH ST / BUCHANAN ST,-122.432582,37.79936794
05-02-2015 20:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,NORTHERN,NONE,GREENWICH ST / BUCHANAN ST,-122.432582,37.79936794
05-02-2015 20:00,NON-CRIMINAL,LOST PROPERTY,Saturday,CENTRAL,NONE,GEARY ST / POWELL ST,-122.408231,37.78735949
05-02-2015 19:58,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,SOUTHERN,"ARREST, BOOKED",HOWARD ST / HAWTHORNE ST,-122.3993744,37.78589831
05-02-2015 19:50,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
05-02-2015 19:45,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Saturday,NORTHERN,NONE,GOUGH ST / TURK ST,-122.4239188,37.78153381
05-02-2015 19:40,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,TENDERLOIN,NONE,200 Block of MASON ST,-122.4095237,37.7857603
05-02-2015 19:40,FRAUD,DEFRAUDING AN INNKEEPER,Saturday,TENDERLOIN,NONE,200 Block of MASON ST,-122.4095237,37.7857603
05-02-2015 19:30,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,SOUTHERN,NONE,800 Block of MARKET ST,-122.406521,37.78506294
05-02-2015 19:30,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,SOUTHERN,NONE,800 Block of MARKET ST,-122.406521,37.78506294
05-02-2015 19:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,INGLESIDE,NONE,BOSWORTH ST / DIAMOND ST,-122.4341458,37.73355061
05-02-2015 19:28,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,BAYVIEW,"ARREST, BOOKED",7TH ST / HOOPER ST,-122.3981821,37.7690433
05-02-2015 19:25,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Saturday,INGLESIDE,NONE,3300 Block of MISSION ST,-122.4216445,37.74299701
05-02-2015 19:19,VEHICLE THEFT,STOLEN MOTORCYCLE,Saturday,MISSION,NONE,1700 Block of BRYANT ST,-122.410493,37.76494136
05-02-2015 19:15,OTHER OFFENSES,"PERMIT VIOLATION, POLICE (GENERAL)",Saturday,SOUTHERN,"ARREST, BOOKED",3RD ST / BRANNAN ST,-122.3943045,37.78009053
05-02-2015 19:15,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,SOUTHERN,"ARREST, BOOKED",3RD ST / BRANNAN ST,-122.3943045,37.78009053
05-02-2015 19:10,ASSAULT,THREATS AGAINST LIFE,Saturday,MISSION,"ARREST, BOOKED",500 Block of VALENCIA ST,-122.4218765,37.76408889
05-02-2015 19:10,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Saturday,INGLESIDE,NONE,4900 Block of MISSION ST,-122.4386951,37.71969203
05-02-2015 19:10,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Saturday,SOUTHERN,NONE,MISSION ST / 6TH ST,-122.4087106,37.78097067
05-02-2015 19:10,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,SOUTHERN,NONE,MISSION ST / 6TH ST,-122.4087106,37.78097067
05-02-2015 19:06,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,CENTRAL,"ARREST, BOOKED",300 Block of JEFFERSON ST,-122.4182707,37.80785198
05-02-2015 19:04,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Saturday,TENDERLOIN,NONE,0 Block of TURK ST,-122.4098537,37.78338624
05-02-2015 19:00,MISSING PERSON,MISSING JUVENILE,Saturday,TARAVAL,NONE,0 Block of FUENTE AV,-122.4779934,37.71938385
05-02-2015 19:00,MISSING PERSON,FOUND PERSON,Saturday,TARAVAL,NONE,0 Block of FUENTE AV,-122.4779934,37.71938385
05-02-2015 19:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Saturday,PARK,NONE,1300 Block of HAIGHT ST,-122.4445243,37.77037043
05-02-2015 19:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
05-02-2015 19:00,MISSING PERSON,MISSING ADULT,Saturday,TARAVAL,NONE,0 Block of HARDING RD,-122.4977043,37.72473844
05-02-2015 19:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,700 Block of FOLSOM ST,-122.3997246,37.78323518
05-02-2015 19:00,WARRANTS,ENROUTE TO ADULT AUTHORITY,Saturday,SOUTHERN,NONE,700 Block of FOLSOM ST,-122.3997246,37.78323518
05-02-2015 19:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,NORTHERN,NONE,1300 Block of BUSH ST,-122.4195082,37.78885654
05-02-2015 19:00,BURGLARY,"BURGLARY OF WAREHOUSE, FORCIBLE ENTRY",Saturday,BAYVIEW,NONE,1100 Block of REVERE AV,-122.3815285,37.72683481
05-02-2015 19:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Saturday,RICHMOND,"ARREST, BOOKED",7TH AV / CLEMENT ST,-122.4654936,37.78288901
